ID,Title,Published At,Thumbnail URL,View Count,Like Count,Comment Count,Popularity Score,Keywords,Hashtags
YlUlpGHB5nI,"[아경TV] SM상선, 전세형임대주택 '아산 배방 우방 아이유쉘' 공급",2018-03-19T03:05:04Z,https://i.ytimg.com/vi/YlUlpGHB5nI/mqdefault.jpg,3815,12,0,15.16,"SM상선, 아산 배방 우방 아이유쉘, 청약, 전세형 임대주택, 임대아파트, 아시아경제tv, 뉴스인사이트",""
6RZfsO4W1_E,"아산 배방 우방아이유쉘 78타입",2024-01-02T07:48:05Z,https://i.ytimg.com/vi/6RZfsO4W1_E/mqdefault.jpg,2255,23,2,14.94,"배방우방, 배방 우방아이유쉘, 아산배방우방, 배방우방아파트, 아산아파트, 아산아파트분양, 아산아파트매매, 아산배방아파트매매, 아산배방아파트분양",""
fW71khs548U,"🌿우리 배방산으로 산책하러 갈까요? #아산배방우방아이유쉘",2025-08-01T06:50:20Z,https://i.ytimg.com/vi/fW71khs548U/mqdefault.jpg,1563,13,2,10.23,"","아산배방아이유쉘, 아산아이유쉘, 배방아이유쉘, 아이유쉘아파트, 아산아이유쉘1차, 아산아이유쉘2차, 배방아이유쉘1차, 배방아이유쉘2차, 천안아산아파트, 배방역아파트, 배방산아파트, 공수초등학교, 초품아아이유쉘1차, 초품아아이유쉘2차, 아산소형아파트, 배방소형아파트, 아산역세권아파트, 아산25평아파트, 배방25평아파트, 배방숲세권아파트, 아산배방우방아이유쉘, 아산배방우방아이유쉘아파트, 배방아이유쉘학원, 배방아이유쉘태권도학원, 배방아이유쉘발레학원, 배방아이유쉘영어학원, 배방아이유쉘수학학원, 배방아이유쉘독서논술학원, 배방아이유쉘줄넘기학원"
MtTuG47_9Zo,"👏🏻아산배방#우방아이유쉘아파트를 선택해야하는 4가지 이유 #아산배방아이유쉘",2025-03-29T05:40:34Z,https://i.ytimg.com/vi/MtTuG47_9Zo/mqdefault.jpg,1222,22,0,9.40,"","아산배방아이유쉘, 아산아이유쉘, 배방아이유쉘, 아이유쉘아파트, 아산아이유쉘1차, 아산아이유쉘2차, 배방아이유쉘1차, 배방아이유쉘2차, 천안아산아파트, 배방역아파트, 배방산아파트, 공수초등학교, 초품아아이유쉘1차, 초품아아이유쉘2차, 아산소형아파트, 배방소형아파트, 아산역세권아파트, 아산25평아파트, 배방25평아파트, 숲세권아파트"
-og4FSkoGCE,"배방 우방아이유쉘🌿 RR전문 공인중개사(수수료❌️ 혜택⭕️)",2025-10-12T06:18:16Z,https://i.ytimg.com/vi/-og4FSkoGCE/mqdefault.jpg,2923,0,0,9.32,"",""
DG6WuPonWwI,"🍀행운을 드리는 #아산배방우방아이유쉘아파트 를 소개합니다.",2025-03-27T06:53:49Z,https://i.ytimg.com/vi/DG6WuPonWwI/mqdefault.jpg,996,21,0,8.43,"","아산배방아이유쉘, 아산아이유쉘, 배방아이유쉘, 아이유쉘아파트, 아산아이유쉘1차, 아산아이유쉘2차, 배방아이유쉘1차, 배방아이유쉘2차, 천안아산아파트, 배방역아파트, 배방산아파트, 공수초등학교, 초품아아이유쉘1차, 초품아아이유쉘2차, 아산소형아파트, 배방소형아파트, 아산역세권아파트, 아산25평아파트, 배방25평아파트, 숲세권아파트"
BSatYi1klYU,"아산배방우방아이유쉘 마지막2억대 배방최저가",2024-04-14T06:35:27Z,https://i.ytimg.com/vi/BSatYi1klYU/mqdefault.jpg,1614,7,1,7.90,"배방아파트, 배방신축, 아산아파트, 배방우방아이유쉘, 2억대아파트",""
Zlspcu020FQ,"아산배방 우방아이유쉘2단지 분양전환중. 아산 유일의 수영장을 갖춘 1267세대 대단지 아파트 공수초교가 바로 옆. 끝내주죠?",2024-01-06T04:17:23Z,https://i.ytimg.com/vi/Zlspcu020FQ/mqdefault.jpg,1408,13,0,7.74,"아산배방우방아이유쉘 분양, 아산시 배방아파트, 아산시 분양아파트, 천안 아산 분양전망, 아산 수영장, 아산탕정푸르지오리버파크, 아산탕정포스코더샵",""
NszUdkXOwME,"아산배방✨️우방아이유쉘✨️계약 여기서 가능!  #키가큰엄지",2024-11-27T10:46:36Z,https://i.ytimg.com/vi/NszUdkXOwME/mqdefault.jpg,2344,0,0,7.47,"","키가큰엄지, 엄지김소장, 인스타엄지김소장, 유튜브엄지김소장, 천안엄지, 아산엄지, 아산, 천안, 우방아이유쉘, 배방우방, 배방아이유쉘, 배방우방아이유쉘, 우방아이유쉘혜택, 배방우방혜택"
cFuz19l5Hsg,"배방우방아이유쉘 수납공간보여드릴께요",2025-03-28T02:11:26Z,https://i.ytimg.com/vi/cFuz19l5Hsg/mqdefault.jpg,2103,0,0,6.70,"배방우방아이유쉘, 배방우방아파트, short videos, 아산아파트, 운좋은부동산",""
ZFb62-fr86Q,"아산 배방우방아이유쉘 2단지 분양중.미쳤다 이 가격 1533.4379",2025-04-14T03:52:36Z,https://i.ytimg.com/vi/ZFb62-fr86Q/mqdefault.jpg,1776,4,0,6.66,"아산분양정보, 천안분양정보, 아산부동산전망, 신혼부부, 내집마련, 대출금리, 배방우방아이유쉘",""
mDjcNvVRUas,"아산배방우방아이유쉘 역세권 1,786세대 즉시입주 2억미만대 부터!",2025-05-16T01:43:45Z,https://i.ytimg.com/vi/mDjcNvVRUas/mqdefault.jpg,1281,8,0,6.08,"아산배방우방아이유쉘, 아산아파트",""
DViXCEf5FhY,"즉시입주 2억대 대단지아파트 전철1호선 역세권 아파트, 천안 탕정 신축의 반값 25평 2억대 30평 3억대 전국최저가 아파트 아산 배방 우방아이유쉘 [906]",2025-07-19T02:00:25Z,https://i.ytimg.com/vi/DViXCEf5FhY/mqdefault.jpg,1841,0,0,5.87,"천안아파트매매, 아산아파트매매, 탕정아파트매매, 천안 급매아파트, 아산 급매아파트, 1호선 2억대 아파트, 배방우방아이유쉘, 아산우방아이유쉘, 아산배방아파트, 아산배방역아파트, 아산배방역아이유쉘, 배방역아파트, 배방역우방아이유쉘, 배방역아이유쉘, 배방아이유쉘, 전철 1호선 아파트, 1호선아파트매매, 천안아산아파트매매, 천안아산아파트, 초품아, 2억대아파트, 3억대아파트, 천안풍세수자인, 천안한양수자인, 배방필하우스리버시티, 배방자이, 배방삼정그린코아, 엘리프아산탕정, 아산배방한성필하우스, 배방푸르지오, 배방역효성해링턴플레이스, 아산배방한라비발디, 아산배방메이루즈, 배방금호어울림, 더샵센트로, 배방중앙하이츠",""
e7IAldNJ2rg,"아산배방우방아이유쉘2단지 1단지 전세형임대아파트 상담예약처",2019-02-15T07:32:30Z,https://i.ytimg.com/vi/e7IAldNJ2rg/mqdefault.jpg,1208,6,0,5.35,"아산배방우방아이유쉘, 아산배방우방아이유쉘2단지, 아산배방우방아이유쉘1단지, 배방우방아이유쉘",""
YkE91dZqeBE,"👉🏻#아산배방우방아이유쉘 31평 30초만에 몰아보기",2025-06-10T03:25:35Z,https://i.ytimg.com/vi/YkE91dZqeBE/mqdefault.jpg,760,11,0,5.17,"","아산배방아이유쉘, 아산아이유쉘, 배방아이유쉘, 아이유쉘아파트, 아산아이유쉘1차, 아산아이유쉘2차, 배방아이유쉘1차, 배방아이유쉘2차, 천안아산아파트, 배방역아파트, 배방산아파트, 공수초등학교, 초품아아이유쉘1차, 초품아아이유쉘2차, 아산소형아파트, 배방소형아파트, 아산역세권아파트, 아산25평아파트, 배방25평아파트, 배방숲세권아파트, 아산배방우방아이유쉘, 아산배방우방아이유쉘아파트, 배방아이유쉘학원, 배방아이유쉘태권도학원, 배방아이유쉘발레학원, 배방아이유쉘영어학원, 배방아이유쉘수학학원, 배방아이유쉘독서논술학원, 배방아이유쉘줄넘기학원"
MC3OG5on0o4,"아산 배방 우방아이유쉘 2단지 평당가 900만원대 즉시입주 아파트",2024-04-17T08:54:04Z,https://i.ytimg.com/vi/MC3OG5on0o4/mqdefault.jpg,1136,6,0,5.12,"","아산배방우방아이유쉘, 배방우방아이유쉘"
kUQoh0dHEHk,"👏🏻#아산배방우방아이유쉘 25평 30초만에 몰아보기",2025-06-11T05:39:17Z,https://i.ytimg.com/vi/kUQoh0dHEHk/mqdefault.jpg,585,13,0,5.12,"","아산배방아이유쉘, 아산아이유쉘, 배방아이유쉘, 아이유쉘아파트, 아산아이유쉘1차, 아산아이유쉘2차, 배방아이유쉘1차, 배방아이유쉘2차, 천안아산아파트, 배방역아파트, 배방산아파트, 공수초등학교, 초품아아이유쉘1차, 초품아아이유쉘2차, 아산소형아파트, 배방소형아파트, 아산역세권아파트, 아산25평아파트, 배방25평아파트, 배방숲세권아파트, 아산배방우방아이유쉘, 아산배방우방아이유쉘아파트, 배방아이유쉘학원, 배방아이유쉘태권도학원, 배방아이유쉘발레학원, 배방아이유쉘영어학원, 배방아이유쉘수학학원, 배방아이유쉘독서논술학원, 배방아이유쉘줄넘기학원"
QYKPzE87SGw,"아산배방 우방아이유쉘 2차 분양전환 아파트 공급안내",2024-04-15T07:13:04Z,https://i.ytimg.com/vi/QYKPzE87SGw/mqdefault.jpg,993,7,0,4.92,"",""
qFpuXxldl0E,"아산 배방 우방아이유쉘 3년차 분양전환",2024-02-16T09:36:14Z,https://i.ytimg.com/vi/qFpuXxldl0E/mqdefault.jpg,875,7,0,4.54,"아산입주아파트, 배방우방, 아산배방우방아파트, 아산25평아파트, 아산분양아파트, 아산우방아이유쉘",""
i4bNgENuLQw,"아산배방우방아이유쉘 78B 실내 집구경 # 배방아파트 # 아산아파트 # 아산아파트매매 #아산아파트분양",2025-09-09T07:01:32Z,https://i.ytimg.com/vi/i4bNgENuLQw/mqdefault.jpg,603,5,1,4.17,"천안아파트, 천안부동산, 아산아파트, 아산부동산, 천안아파트매매, 아산아파트매매, 배방우방아이유쉘, 배방아파트매매, #아산배방우방아이유쉘","아산아파트분양"
jjvpuXzpLeo,"#아산배방우방아이유쉘(78B타입)-실내영상(매매297,000,000~) #배방우방아이유쉘1단지 #배방우방아이유쉘2단지 #우방아이유쉘민간분양 #배방아파트 #아산부동산 #배방부동산",2024-12-19T06:40:16Z,https://i.ytimg.com/vi/jjvpuXzpLeo/mqdefault.jpg,858,3,0,3.49,"","아산탕정배방분양권, 아산배방우방아이유쉘, 아산탕정배방아파트"
M_CSEnPLl1c,"아산 배방 우방 아이유쉘 접수처 #키가큰엄지 #천안키가큰엄지 #아산키가큰엄지 #엄지김소장",2024-11-28T11:16:15Z,https://i.ytimg.com/vi/M_CSEnPLl1c/mqdefault.jpg,1058,0,0,3.37,"","아산배방아이유쉘, 배방아이유쉘접수, 배방아이유쉘가격, 배방아이유쉘접수처, 배방아이유쉘재계약, 키가큰엄지, 엄지김소장, 인스타엄지김소장, 유튜브엄지김소장, 천안엄지, 아산엄지, 아산"
IjYKbwLmtcc,"아산배방우방 아이유쉘 61B타입 분양전환 매매 촬영 #아산아파트분양 #배방아파트#배방우방아이유쉘",2025-09-09T07:09:43Z,https://i.ytimg.com/vi/IjYKbwLmtcc/mqdefault.jpg,665,4,0,3.12,"아산아파트, 아산부동산, 아산아파트매매, 탕정신도시, 아산배방우방아이유쉘, 배방우방아이유쉘, 배방아파트, 아산배방아파트, 배방아파트매매, 배방아이유쉘","아산아파트분양, 배방아파트, 배방우방아이유쉘"
j6GoEsvgYH0,"아산배방 우방아이유쉘1단지 일반분양 문의 우방부자공인중개사사무소 041-547-4985",2025-06-28T06:03:35Z,https://i.ytimg.com/vi/j6GoEsvgYH0/mqdefault.jpg,646,3,0,2.81,"",""
IczWgcVNjdw,"아산 아파트 배방 우방아이유쉘 대단지 프리미엄 중소형 2,3억대 신혼부부 내집마련 추천",2025-11-11T12:06:30Z,https://i.ytimg.com/vi/IczWgcVNjdw/mqdefault.jpg,48,7,0,1.90,"아산신축아파트, 배방우방, 아산초품아, 아산아파트매매, 아산아파트분양, 아산아파트청약, 천안아산청약, 천안아산내집마련","아산배방우방아이유쉘, 배방우방아이유쉘, 아산초품아"
3XeXHhbfIHU,"아산배방우방아이유쉘78A 실내 집구경 #아산아파트  # 아산아파트매매 #아산아파트분양 #배방우방아이유쉘아파트 #배방아파트",2025-09-09T07:00:19Z,https://i.ytimg.com/vi/3XeXHhbfIHU/mqdefault.jpg,511,1,0,1.88,"아산아파트, 아산부동산, 천안아파트매매, 아산아파트매매, 배방아파트, #배방우방아이유쉘, #아산배방우방아이유쉘","아산아파트, 아산아파트분양, 배방우방아이유쉘아파트, 배방아파트"
_6R_stG46ew,"✨️아산 배방 우방아이유쉘✨️ 공가세대 분양전환  👍 #키가큰엄지 #천안키가큰엄지 #아산키가큰엄지 #엄지김소장",2024-12-17T05:16:55Z,https://i.ytimg.com/vi/_6R_stG46ew/mqdefault.jpg,570,0,0,1.82,"","키가큰엄지, 엄지김소장, 인스타엄지김소장, 유튜브엄지김소장, 천안엄지, 아산엄지, 아산, 천안, 우방아이유쉘, 배방우방, 배방아이유쉘, 배방우방아이유쉘, 우방아이유쉘혜택, 배방우방혜택"
EApAX1o-v1g,"아산 배방 우방아이유쉘2단지 분양전환 아파트 소식",2024-04-08T06:02:31Z,https://i.ytimg.com/vi/EApAX1o-v1g/mqdefault.jpg,88,6,0,1.78,"",""
Qhf4COApS48,"아산배방 우방아이유쉘 1,786대단지 일반분양 중 / 우방 부자 공인중개사사무소  문의전화 041-547-4985",2025-06-19T09:35:07Z,https://i.ytimg.com/vi/Qhf4COApS48/mqdefault.jpg,151,5,0,1.73,"",""
Dp-i7p2ChUE,"배방우방아이유쉘 아파트",2025-09-29T04:34:26Z,https://i.ytimg.com/vi/Dp-i7p2ChUE/mqdefault.jpg,362,2,0,1.65,"","배방우방아이유쉘분양팀, 배방우방아이유쉘, 배방우방아이유쉘아파트"
fIrrrCx8TVk,"배방 우방아이유쉘 분양 #부동산 #아파트 #투자 #배방",2025-06-11T14:00:03Z,https://i.ytimg.com/vi/fIrrrCx8TVk/mqdefault.jpg,393,1,0,1.50,"#배방, #배방아파트, #아산아파트, #배방우방아이유쉘, #아파트분양","부동산, 아파트, 투자, 배방, 아산, 천안, 배방우방아이유쉘"
9-3kpkk4yHQ,"아산배방 우방 아이유쉘 아파트 2억대, 배방 역세권, 즉시입주가능 #아산배방 아이유쉘#아산아파트#배방아파트",2025-10-26T23:39:15Z,https://i.ytimg.com/vi/9-3kpkk4yHQ/mqdefault.jpg,437,0,0,1.39,"",""
ehuVos1GgE4,"아산시 배방 우방아이유쉘 1부",2025-10-04T08:13:07Z,https://i.ytimg.com/vi/ehuVos1GgE4/mqdefault.jpg,182,3,0,1.33,"#아산부동산#천안아산부동산#배방우방아파트, #아산배방부동산#아산아파트분양#아산배방ㅈ우방아이유쉘2단지",""
pk8c7Cmdyw8,"아산배방아파트 실거주 투자 우방아이유쉘 분양전환 지금이 마지막 기회!",2025-10-30T04:06:18Z,https://i.ytimg.com/vi/pk8c7Cmdyw8/mqdefault.jpg,173,3,0,1.30,"짱짱부동산, 천안아산부동산, 김실짱짱튜브, 부동산, 아산토지, 아산상가, 천안토지, 천안상가","아산배방우방아이유쉘, 분양전환아파트, 갭투자대안, 아산부동산, 천안아산부동산, 짱짱부동산김실짱, 실거주아파트, 배방아파트, 천안아산역생활권, 내집마련기회, 아산배방아파트"
gQoDNDFRp1c,"아산배방 우방아이유쉘 78타입 아파트 내부 영상입니다 배방역세권아파트이며 아파트단지내 공수초등학교가 있고 수영장이 있습니다 / 2025년7월26일(토요일)",2025-07-25T17:18:15Z,https://i.ytimg.com/vi/gQoDNDFRp1c/mqdefault.jpg,154,3,0,1.24,"아파트분양, 오피스텔분양, 상가분양, 아파트, 오피스텔, 상가, 상가주택, 아산배방우방아이유쉘아파트분양, 아산배방아이유쉘, 배방읍, 아산시아파트, 2억대아파트","아산배방우방아이유쉘, 배방역아파트, 아산시아파트"
tdQYhNtGJiQ,"아산배방우방아이유쉘 61A타입",2025-10-24T07:50:31Z,https://i.ytimg.com/vi/tdQYhNtGJiQ/mqdefault.jpg,200,2,0,1.14,"",""
Uy4u0o_qkwM,"배방우방아이유쉘아산배방우방아이유쉘 단지정보!! 한눈에 보기",2025-09-25T01:37:00Z,https://i.ytimg.com/vi/Uy4u0o_qkwM/mqdefault.jpg,178,2,0,1.07,"",""
OQGIrzPWyX0,"아산수영장있는 배방우방아이유쉘2단지 현장영상",2024-05-08T07:08:48Z,https://i.ytimg.com/vi/OQGIrzPWyX0/mqdefault.jpg,254,1,0,1.06,"배방아파트, 아산아파트, 2억대 아파트, 배방우방아이유쉘, 신축아파트, 배방부동산, 아산부동산",""
GaFrW0dtmtc,"아산 배방 우방아이유쉘 2차 분양전환 일반아파트 내부 관람 분양가",2024-09-09T07:57:20Z,https://i.ytimg.com/vi/GaFrW0dtmtc/mqdefault.jpg,161,1,0,0.76,"","아산배방우방아이유쉘2차"
OD1tsF4_0ts,"배방 우방아이유쉘 세대내 투어 영상",2025-06-20T01:21:30Z,https://i.ytimg.com/vi/OD1tsF4_0ts/mqdefault.jpg,70,0,0,0.22,"","아산아파트, 아산부동산, 노후준비, 노후설계, 미분양아파트, 2억대아파트, 3억대, 3억대아파트, 역세권아파트, 역세권투자"
