ID,Title,Published At,Thumbnail URL,View Count,Like Count,Comment Count,Popularity Score,Keywords,Hashtags
s8_XHwXx-rE,#아산탕정동일하이빌파크레인 ●1599-1178#탕정동일하이빌파크레인#탕정동일하이빌#탕정동일#아산탕정동일#아산부동산#천안부동산,2025-11-12T06:07:35Z,https://i.ytimg.com/vi/s8_XHwXx-rE/mqdefault.jpg,536,3,3,3.89,,
7nd4d1vZRzo,아산 탕정 동일하이빌 파크레인  일조권 동영상  #탕정동일하이빌,2025-09-29T01:42:29Z,https://i.ytimg.com/vi/7nd4d1vZRzo/mqdefault.jpg,1786,4,0,3.71,"탕정동일, 탕정동일하이빌, 아산탕정동일하이빌, 탕정동일하이빌파크레인, 아산아파트분양, 아산아파트, 아산아파트매매, 아산신축아파트",
RIASYOm6ZU0,아산 탕정 동일하이빌 파크레인 84A타입보기(좋은집부동산TV)#부동산 #아파트,2025-09-30T09:26:20Z,https://i.ytimg.com/vi/RIASYOm6ZU0/mqdefault.jpg,1540,4,0,3.47,"아산탕정동일하이빌, 탕정동일하이빌파크레인, 탕정동일하이빌, 탕정동일, 아산탕정동일하이빌오픈, 아산탕정동일하이빌파크레인입주자모집공고일, 탕정동일하이빌펜트하우스, 탕정동일하이빌파크레인분양가, 탕정동일하이빌청약접수일, 아산탕정동일하이빌1순위접수, 탕정동일하이빌특공, 탕정동일하이빌청약접수일정, 탕정동일하이빌청약경쟁율, 탕정동일하이빌84A타입, 탕정동일하이빌1순위접수일, 탕정동일하이빌파크레인분양권",
Qe2OLHqrCtk,탕정 동일하이빌 파크레인 - 입지분석/초피매도매수전략/로얄동분석,2025-10-03T08:40:05Z,https://i.ytimg.com/vi/Qe2OLHqrCtk/mqdefault.jpg,1284,3,1,3.35,,"천안부동산, 아산부동산, 천안분양권, 아산분양권, 탕정분양권, 탕정동일하이빌파크레인, 천안아산아파트, 천안아산분양권, 탕정동일하이빌청약, 탕정초품아, 동일하이빌청약, 부동산초피매도매수"
jMkUqjM2DbQ,[속보_전국청약] 아산탕정 동일하이빌 파크레인 무순위 청약 392세대 나왔다 + 아산 아파트 + 아산 부동산,2025-11-05T01:34:43Z,https://i.ytimg.com/vi/jMkUqjM2DbQ/mqdefault.jpg,264,6,0,3.25,"아산탕정 동일하이빌 파크레인 무순위, 아산탕정 동일하이빌 파크레인 줍줍, 아산탕정 동일하이빌 파크레인, 아산아파트, 아산부동산","아산탕정동일하이빌파크레인, 아산아파트, 무순위"
9LRwDapeaag,‘아산탕정 동일하이빌 파크레인’ 8월 분양,2025-08-11T11:41:40Z,https://i.ytimg.com/vi/9LRwDapeaag/mqdefault.jpg,490,4,1,3.09,,
IQTeR82_F5A,아산탕정 입성 마지막 기회 동일하이빌 선착순 오픈! #아산탕정동일하이빌 #아산미분양아파트,2025-11-14T10:25:26Z,https://i.ytimg.com/vi/IQTeR82_F5A/mqdefault.jpg,2632,1,0,3.01,,"아산탕정동일하이빌, 아산탕정미분양아파트, 아산미분양아파트, 탕정동일하이빌파크레인"
XzblTv70_L8,아산탕정동일하이빌 ☎️1522-8883 탕정지구 마지막4억대분양 1분 초품아아파트 #아산탕정동일하이빌 #탕정동일하이빌파크레인 #탕정동일 #탕정동일하이빌,2025-11-20T07:17:20Z,https://i.ytimg.com/vi/XzblTv70_L8/mqdefault.jpg,14,4,1,2.64,,
V4L2qTuknuE,아산 탕정 동일하이빌 파크레인 모델하우스 위치 및 분양가 안내,2025-11-16T06:11:09Z,https://i.ytimg.com/vi/V4L2qTuknuE/mqdefault.jpg,471,3,1,2.57,,
xJ_nQyviXJU,[속보] 아산 탕정 동일하이빌 파크레인 821세대 (일반분양 738세대) 분양 일정 나왔다 + 아산 아파트 + 아산 부동산,2025-08-06T01:44:34Z,https://i.ytimg.com/vi/xJ_nQyviXJU/mqdefault.jpg,572,4,0,2.55,"아산 탕정 동일하이빌 파크레인 분양, 아산 탕정 동일하이빌 파크레인 입주자모집공고, 아산 탕정 동일하이빌 파크레인, 아산아파트, 아산부동산","아산탕정동일하이빌파크레인, 아산아파트, 아산부동산"
HBQnrADiApc,아산탕정 동일하이빌 파크레인 입주자모집공고 + 분양 가격 + 청약 일정 + 아산 아파트 + 아산 부동산,2025-09-21T02:21:27Z,https://i.ytimg.com/vi/HBQnrADiApc/mqdefault.jpg,498,4,0,2.48,"아산탕정 동일하이빌 파크레인 분양, 아산탕정 동일하이빌 파크레인 입주자모집공고, 아산탕정 동일하이빌 파크레인 분양 가격, 아산탕정 동일하이빌 파크레인 청약 일정, 아산탕정 동일하이빌 파크레인, 아산아파트, 아산부동산","아산탕정동일하이빌파크레인, 아산아파트, 아산부동산"
Ei0QQy7CumI,#아산탕정동일하이빌#● 1599-1178 #아산탕정동일하이빌파크레인 #탕정동일하이빌#탕정동일하이빌파크레인#탕정동일#천안부동산#아산부동산,2025-11-06T10:13:16Z,https://i.ytimg.com/vi/Ei0QQy7CumI/mqdefault.jpg,360,3,1,2.47,,
mtaxmjr0eYo,"💥 아산탕정 동일하이빌 파크레인 │ 본격 선착 계약 시작!지금 즉시 계약 가능, 빠르게 소진 중🔥“아산 최고의 인기 단지” 🏡",2025-11-08T12:56:11Z,https://i.ytimg.com/vi/mtaxmjr0eYo/mqdefault.jpg,58,2,2,2.31,,"아산탕정동일하이빌파크레인, 탕정역세권, 아산분양, 삼성디스플레이, 탕정신축, 직주근접아파트, 선착순분양, 아산신축아파트, 모델하우스위치, 홍보관, 아산부동산, 마감임박"
ebboTFXQfR0,아산 탕정 동일하이빌 파크레인 당첨자발표! 초피매도매수란?,2025-10-15T08:00:56Z,https://i.ytimg.com/vi/ebboTFXQfR0/mqdefault.jpg,1273,2,0,2.22,,"천안부동산, 아산부동산, 천안분양권, 아산분양권, 탕정분양권, 탕정동일하이빌파크레인, 천안아산아파트, 천안아산분양권, 탕정동일하이빌청약, 탕정초품아, 동일하이빌엠지엠, 부동산엠지엠"
nYEAkUVC1NM,아산탕정 마지막 단지 시세보다 1억 저렴한 동일하이빌 선착순 시작! #아산탕정동일하이빌 ,2025-11-18T06:29:45Z,https://i.ytimg.com/vi/nYEAkUVC1NM/mqdefault.jpg,1157,2,0,2.1,,"아산탕정동일하이빌, 아산탕정지구아파트, 아산미분양아파트, 천안아산역아파트, 탕정역, 갈산초등학교, 아산삼성디스플레이시티"
lBSJpRH_EzI,🚨 지금 바로 계약 가능! 아산탕정 동일하이빌 파크레인선착순 전쟁 시작됐다🔥 좋은 층은 1초 만에 사라집니다,2025-11-17T10:57:27Z,https://i.ytimg.com/vi/lBSJpRH_EzI/mqdefault.jpg,850,1,1,1.94,,"아산탕정동일하이빌파크레인, 아산분양, 탕정역아파트, 삼성디스플레이, 탕정신도시, 아산신축아파트, 선착순분양, 즉시계약, 완판임박, 초품아단지, 모델하우스, 홍보관, 위치, 주소"
a9LkRt1uGL0,[아산탕정 동일하이빌 파크레인] 정당계약 종‼️지금 ‘빠른 선착순 사전예약’이 좋은 층을 결정합니다 🏡VIP 사은품 혜택까지 놓치지 마세요 🎁,2025-11-03T02:33:29Z,https://i.ytimg.com/vi/a9LkRt1uGL0/mqdefault.jpg,189,2,1,1.81,,"아산탕정동일하이빌파크레인, 탕정역세권, 아산분양, 선착순분양, 탕정신축, 삼성디스플레이, 직주근접아파트, 초품아단지, 아산신축아파트, 모델하우스, 홍보관, 위치, 주소"
QarI0b1sjcs,🚨 아산탕정 동일하이빌 파크레인 선착순 분양 개시!즉시 계약 가능 타입 공개🔥 완판 임박 현장!,2025-11-14T06:39:02Z,https://i.ytimg.com/vi/QarI0b1sjcs/mqdefault.jpg,160,2,1,1.78,,"아산탕정동일하이빌파크레인, 탕정역아파트, 아산분양, 삼성디스플레이, 탕정신도시, 선착순분양, 즉시계약, 완판임박, 초품아단지, 모델하우스, 홍보관, 위치, 주소"
L3-Bi28-_Hg,🔥 아산탕정 동일하이빌 파크레인 │ 정당계약 종료! 지금이 선착순 선점 찬스 💥“빠른 방문 예약이 좋은 층을 결정합니다! VIP 사은품까지 놓치지 마세요!”,2025-11-02T16:13:32Z,https://i.ytimg.com/vi/L3-Bi28-_Hg/mqdefault.jpg,109,2,1,1.73,,"아산탕정동일하이빌파크레인, 탕정역아파트, 아산분양, 탕정신축, 삼성디스플레이, 직주근접아파트, 탕정역세권, 초품아단지, 충남아파트, 선착순분양, 모델하우스, 아산부동산, 아산신축아파트"
hUMF9G2w4CY,🚨 아산탕정 동일하이빌 파크레인 │ 선착순 시작!즉시 계약 가능🔥 좋은 층은 순식간에 사라집니다,2025-11-17T09:37:56Z,https://i.ytimg.com/vi/hUMF9G2w4CY/mqdefault.jpg,571,1,1,1.67,,"아산탕정동일하이빌파크레인, 아산분양, 탕정역아파트, 삼성디스플레이, 탕정신도시, 아산신축아파트, 선착순분양, 즉시계약, 완판임박, 초품아단지, 모델하우스, 홍보관, 위치, 주소"
KQ6BHR2yfJQ,🏙️ 아산탕정 동일하이빌 파크레인 │ 선착순 본격 개시!즉시 계약 가능한 타입 공개🔥 완판 임박 현장 브리핑,2025-11-17T09:40:56Z,https://i.ytimg.com/vi/KQ6BHR2yfJQ/mqdefault.jpg,8,2,1,1.63,,"아산탕정동일하이빌파크레인, 아산분양, 탕정역아파트, 삼성디스플레이, 탕정신도시, 아산신축아파트, 선착순분양, 즉시계약, 완판임박, 초품아단지, 모델하우스, 홍보관, 위치, 주소"
6yoRoN8I620,"아산 탕정 동일하이빌 파크레인, 당첨자 발표일 10월 16일! 당신의 프리미엄은 얼마일까? (최고가 매도, 최저가 매수 비밀 전략)",2025-10-15T23:00:11Z,https://i.ytimg.com/vi/6yoRoN8I620/mqdefault.jpg,351,2,0,1.34,"#아산탕정동일하이빌파크레인, #탕정동일하이빌, #동일하이빌파크레인, #아산분양권, #탕정분양권, #천안아산분양권",
pADvsAEqAcg,🏙️ 아산탕정 동일하이빌 파크레인 │ 본격 선착순 계약 시작!즉시 계약 가능한 타입 공개🔥 완판 임박 현장 리얼 브리핑🎬,2025-11-14T06:42:30Z,https://i.ytimg.com/vi/pADvsAEqAcg/mqdefault.jpg,57,1,1,1.18,,"아산탕정동일하이빌파크레인, 탕정역아파트, 아산분양, 삼성디스플레이, 탕정신도시, 선착순분양, 즉시계약, 완판임박, 초품아단지, 모델하우스, 홍보관, 위치, 주소"
8pYidOtxmVU,아산탕정 동일하이빌 84A타입 리얼 공개!실거주 강추! 이 정도면 바로 계약각!,2025-11-18T08:30:09Z,https://i.ytimg.com/vi/8pYidOtxmVU/mqdefault.jpg,16,2,0,1.02,,"아산탕정동일하이빌, 탕정신도시, 아산분양, 신혼부부추천, 탕정동일하이빌, 아산탕정동일하이빌파크레인, 탕정동일하이빌파크레인, 탕정동일하이빌"
2DLbAqzVEEg,아산탕정 동일하이빌 파크레인 84㎡B｜ VR투어  #천안아산신축분양 #아산탕정동일하이빌 #84타입,2025-09-30T20:35:31Z,https://i.ytimg.com/vi/2DLbAqzVEEg/mqdefault.jpg,414,1,0,0.9,"천안아산신축분양, 아산탕정동일하이빌, 파크레인84B, 84B타입VR투어, 아산신축아파트, 천안아산분양아파트, 아산탕정신축아파트, 천안아산부동산, 탕정신축분양, 천안아산분양정보, 아산탕정아파트분양, 신축아파트VR투어, 천안아산내집마련, 천안아산신축추천, 모델하우스VR투어, 아산신도시아파트, 탕정신도시분양, 아산탕정84타입, 천안아산부동산정보, 천안아산아파트투자, 천안아산모델하우스, 아산탕정분양소식, 아산탕정신도시, 천안아산신축아파트투자, 탕정역세권아파트, 천안아산84타입, 아산탕정아파트추천, 아산탕정부동산, 천안아산분양소식, 천안아산신축아파트분양, 내집마련, 내집마련부동산TV, 신혼내집마련","천안아산신축분양, 아산탕정동일하이빌, 84B타입, 아산신축아파트, 천안아산분양, 아산탕정신축, 천안아산부동산, 탕정신축분양, 천안아산분양정보, 아산탕정아파트분양, 천안아산내집마련, 천안아산신축추천, 모델하우스VR투어, 아산신도시아파트, 탕정신도시분양, 천안아산부동산정보, 천안아산아파트투자"
SON8XWdGqQ0,아산 탕정 동일하이빌 파크레인 초품아 역세권 4억대 아파트 모델하우스 분양정보 알아보기,2025-11-17T04:42:41Z,https://i.ytimg.com/vi/SON8XWdGqQ0/mqdefault.jpg,34,0,1,0.66,,
0RaSEFUzVKc,"(매물#1092) 아산탕정 동일하이빌 파크레인 84A, 합리적분양가, 최적입지, 선착순동호지정, 좋은호실 무조건 잡으세요 #아파트",2025-11-11T06:01:29Z,https://i.ytimg.com/vi/0RaSEFUzVKc/mqdefault.jpg,79,1,0,0.58,"천안아파트매매, 천안아파트분양, 천안힐스테이트, 천안힐스테이트스카이움, 천안성정동아파트분양, 아산아파트분양, 아산아파트매매, 아산힐스테이트, 천안오피스텔매매, 천안오피스텔분양, 천안역오피스텔분양, 천안민간임대아파트, 천안미분양아파트, 천안임대아파트, 충남아파트분양, 천안역아파트분양, 천안역아파트매매, 천안전원주택, 아산전원주택, 천안단독주택, 아산단독주택, 천안역세권아파트, 천안장기민간임대아파트, 천안직산아파트매매, 천안성거아파트매매, 천안직산아파트분양, 천안성거아파트분양, 천안더샵신부센트라, 천안신부동아파트, 천안경남아너스빌분양, 힐스테이트두정, 천안역스카이움, 천안아산역서희스타힐스, 아산서희스타힐스, 아산배방아파트매매, 아산배방아파트분양, 아산임대아파트, 아파트투자, 천안쌍용센트럴타워, 천안쌍용동아파트, 천안역르씨엘, 천안역민간임대아파트, 천안태왕아너스르씨엘, 천안역태왕아너스르씨엘, 아산벽산블루밍, 아산벽산블루밍벨포레, 아산줌파크, 아산민간임대아파트, 아산탕정자이, 아산탕정자이센트럴시티, 미분양아파트줍줍, 탕정동일하이빌, 아산탕정동일하이빌, 아산탕정신규아파트","분양단지정보, 입지정보"
emW4Ax2D2Jk,"(매물#1093) 아산탕정 동일하이빌 파크레인 84B, 완벽입지, 선착순동호지정, 좋은호실 일단잡으세요. 합리적 분양가! #아파트",2025-11-12T01:59:31Z,https://i.ytimg.com/vi/emW4Ax2D2Jk/mqdefault.jpg,64,1,0,0.56,"천안아파트매매, 천안아파트분양, 천안힐스테이트, 천안힐스테이트스카이움, 천안성정동아파트분양, 아산아파트분양, 아산아파트매매, 아산힐스테이트, 천안오피스텔매매, 천안오피스텔분양, 천안역오피스텔분양, 천안민간임대아파트, 천안미분양아파트, 천안임대아파트, 충남아파트분양, 천안역아파트분양, 천안역아파트매매, 천안전원주택, 아산전원주택, 천안단독주택, 아산단독주택, 천안역세권아파트, 천안장기민간임대아파트, 천안직산아파트매매, 천안성거아파트매매, 천안직산아파트분양, 천안성거아파트분양, 천안더샵신부센트라, 천안신부동아파트, 천안경남아너스빌분양, 힐스테이트두정, 천안역스카이움, 천안아산역서희스타힐스, 아산서희스타힐스, 아산배방아파트매매, 아산배방아파트분양, 아산임대아파트, 아파트투자, 천안쌍용센트럴타워, 천안쌍용동아파트, 천안역르씨엘, 천안역민간임대아파트, 천안태왕아너스르씨엘, 천안역태왕아너스르씨엘, 아산벽산블루밍, 아산벽산블루밍벨포레, 아산줌파크, 아산민간임대아파트, 아산탕정자이, 아산탕정자이센트럴시티, 미분양아파트줍줍, 탕정동일하이빌, 아산탕정동일하이빌, 아산탕정신규아파트","분양단지정보, 입지정보"
ySYVlz-jEKs,#청약정보 충남 아산탕정 동일하이빌 파크레인,2025-09-29T09:21:13Z,https://i.ytimg.com/vi/ySYVlz-jEKs/mqdefault.jpg,58,1,0,0.56,,청약정보
NZfmsr38ac4,#아산탕정동일하이빌파크레인,2025-09-27T04:30:02Z,https://i.ytimg.com/vi/NZfmsr38ac4/mqdefault.jpg,560,0,0,0.53,아산탕정 동일하이빌 파크레인,
prEg3gT-x7U,아산 탕정 동일하이빌 파크레인 분양가. 청약일정 @아산탕정 아파트 분양,2025-11-09T10:18:01Z,https://i.ytimg.com/vi/prEg3gT-x7U/mqdefault.jpg,32,1,0,0.53,,"아산, 아산"
S12GxJZfefg,탕정동일하이빌대표번호1666-2105 #아산탕정동일하이빌#탕정동일하이빌파크레인#동일하이빌파크레인#탕정동일#탕정동일하이빌#탕정아파트#탕정분양아파트#탕정동일모델하우스,2025-11-12T04:12:57Z,https://i.ytimg.com/vi/S12GxJZfefg/mqdefault.jpg,31,1,0,0.53,,
FjajZbHWcqE,아산탕정 동일하이빌 파크레인,2025-11-12T05:53:13Z,https://i.ytimg.com/vi/FjajZbHWcqE/mqdefault.jpg,30,0,0,0.03,,
P4nyfDg1pzA,아산탕정 동일하이빌 파크레인,2025-11-09T00:43:07Z,https://i.ytimg.com/vi/P4nyfDg1pzA/mqdefault.jpg,9,0,0,0.01,,
